HALE,Country,Year,Sex,Age Expectancy,Latitude,Longitude
Healthy life expectancy (HALE) at age 60 (years),Congo,2010,Both sexes,11.65,-1.0,15.0
Healthy life expectancy (HALE) at age 60 (years),Madagascar,2010,Male,11.68,-20.0,47.0
Healthy life expectancy (HALE) at age 60 (years),Sierra Leone,2010,Both sexes,11.68,8.5,-11.5
Healthy life expectancy (HALE) at age 60 (years),South Sudan,2010,Male,11.68,,
Healthy life expectancy (HALE) at age 60 (years),Democratic Republic of the Congo,2010,Both sexes,11.69,,
Healthy life expectancy (HALE) at age 60 (years),Micronesia (Federated States of),2010,Female,11.7,,
Healthy life expectancy (HALE) at age 60 (years),Somalia,2010,Female,11.72,10.0,49.0
Healthy life expectancy (HALE) at age 60 (years),Zambia,2010,Both sexes,11.72,-15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Cambodia,2010,Male,11.74,13.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Gambia,2010,Male,11.74,13.47,-16.57
Healthy life expectancy (HALE) at age 60 (years),Vanuatu,2010,Both sexes,11.77,-16.0,167.0
Healthy life expectancy (HALE) at age 60 (years),Congo,2010,Female,11.81,-1.0,15.0
Healthy life expectancy (HALE) at age 60 (years),Guinea,2010,Both sexes,11.81,11.0,-10.0
Healthy life expectancy (HALE) at age 60 (years),Malawi,2010,Both sexes,11.83,-13.5,34.0
Healthy life expectancy (HALE) at age 60 (years),Tajikistan,2010,Male,11.84,39.0,71.0
Healthy life expectancy (HALE) at age 60 (years),Oman,2010,Both sexes,11.86,21.0,57.0
Healthy life expectancy (HALE) at age 60 (years),Pakistan,2010,Male,11.86,30.0,70.0
Healthy life expectancy (HALE) at age 60 (years),Solomon Islands,2010,Female,11.86,-8.0,159.0
Healthy life expectancy (HALE) at age 60 (years),Eritrea,2010,Female,11.87,15.0,39.0
Healthy life expectancy (HALE) at age 60 (years),Cameroon,2010,Both sexes,11.88,6.0,12.0
Healthy life expectancy (HALE) at age 60 (years),Angola,2010,Both sexes,11.91,-12.5,18.5
Healthy life expectancy (HALE) at age 60 (years),Lao People's Democratic Republic,2010,Male,11.93,18.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Togo,2010,Both sexes,11.95,8.0,1.17
Healthy life expectancy (HALE) at age 60 (years),United Republic of Tanzania,2010,Male,11.95,,
Healthy life expectancy (HALE) at age 60 (years),Azerbaijan,2010,Male,11.96,40.5,47.5
Healthy life expectancy (HALE) at age 60 (years),Papua New Guinea,2010,Both sexes,11.96,-6.0,147.0
Healthy life expectancy (HALE) at age 60 (years),Burundi,2010,Both sexes,11.98,-3.5,30.0
Healthy life expectancy (HALE) at age 60 (years),Pakistan,2010,Both sexes,11.99,30.0,70.0
Healthy life expectancy (HALE) at age 60 (years),Sierra Leone,2010,Female,12.01,8.5,-11.5
Healthy life expectancy (HALE) at age 60 (years),Rwanda,2010,Male,12.06,-2.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Ghana,2010,Both sexes,12.09,8.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Latvia,2010,Male,12.09,57.0,25.0
Healthy life expectancy (HALE) at age 60 (years),Senegal,2010,Male,12.1,14.0,-14.0
Healthy life expectancy (HALE) at age 60 (years),Namibia,2010,Both sexes,12.11,-22.0,17.0
Healthy life expectancy (HALE) at age 60 (years),Burkina Faso,2010,Both sexes,12.12,13.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Chad,2010,Female,12.12,15.0,19.0
Healthy life expectancy (HALE) at age 60 (years),India,2010,Male,12.12,20.0,77.0
Healthy life expectancy (HALE) at age 60 (years),Liberia,2010,Male,12.12,6.5,-9.5
Healthy life expectancy (HALE) at age 60 (years),Madagascar,2010,Both sexes,12.13,-20.0,47.0
Healthy life expectancy (HALE) at age 60 (years),Grenada,2010,Male,12.14,12.12,-61.67
Healthy life expectancy (HALE) at age 60 (years),Liberia,2010,Both sexes,12.14,6.5,-9.5
Healthy life expectancy (HALE) at age 60 (years),Pakistan,2010,Female,12.14,30.0,70.0
Healthy life expectancy (HALE) at age 60 (years),Gabon,2010,Both sexes,12.16,-1.0,11.75
Healthy life expectancy (HALE) at age 60 (years),Liberia,2010,Female,12.17,6.5,-9.5
Healthy life expectancy (HALE) at age 60 (years),Fiji,2010,Female,12.18,-18.0,175.0
Healthy life expectancy (HALE) at age 60 (years),Philippines,2010,Male,12.22,13.0,122.0
Healthy life expectancy (HALE) at age 60 (years),Guinea,2010,Female,12.25,11.0,-10.0
Healthy life expectancy (HALE) at age 60 (years),South Sudan,2010,Both sexes,12.26,,
Healthy life expectancy (HALE) at age 60 (years),Mali,2010,Female,12.28,17.0,-4.0
Healthy life expectancy (HALE) at age 60 (years),Vanuatu,2010,Female,12.28,-16.0,167.0
Healthy life expectancy (HALE) at age 60 (years),Djibouti,2010,Male,12.29,11.5,43.0
Healthy life expectancy (HALE) at age 60 (years),Guyana,2010,Both sexes,12.29,5.0,-59.0
Healthy life expectancy (HALE) at age 60 (years),Mali,2010,Both sexes,12.29,17.0,-4.0
Healthy life expectancy (HALE) at age 60 (years),Gambia,2010,Both sexes,12.3,13.47,-16.57
Healthy life expectancy (HALE) at age 60 (years),Mali,2010,Male,12.3,17.0,-4.0
Healthy life expectancy (HALE) at age 60 (years),Turkmenistan,2010,Male,12.3,40.0,60.0
Healthy life expectancy (HALE) at age 60 (years),Niger,2010,Male,12.32,16.0,8.0
Healthy life expectancy (HALE) at age 60 (years),South Africa,2010,Both sexes,12.33,-29.0,24.0
Healthy life expectancy (HALE) at age 60 (years),Oman,2010,Female,12.37,21.0,57.0
Healthy life expectancy (HALE) at age 60 (years),Kenya,2010,Both sexes,12.38,1.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Kyrgyzstan,2010,Male,12.38,41.0,75.0
Healthy life expectancy (HALE) at age 60 (years),Lithuania,2010,Male,12.41,56.0,24.0
Healthy life expectancy (HALE) at age 60 (years),Tajikistan,2010,Both sexes,12.41,39.0,71.0
Healthy life expectancy (HALE) at age 60 (years),Ethiopia,2010,Male,12.45,8.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Uzbekistan,2010,Male,12.45,41.0,64.0
Healthy life expectancy (HALE) at age 60 (years),Georgia,2010,Male,12.46,42.0,43.5
Healthy life expectancy (HALE) at age 60 (years),The former Yugoslav Republic of Macedonia,2010,Male,12.47,,
Healthy life expectancy (HALE) at age 60 (years),Indonesia,2010,Male,12.48,-5.0,120.0
Healthy life expectancy (HALE) at age 60 (years),Nigeria,2010,Male,12.48,10.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Equatorial Guinea,2010,Male,12.51,2.0,10.0
Healthy life expectancy (HALE) at age 60 (years),Qatar,2010,Both sexes,12.52,25.5,51.25
Healthy life expectancy (HALE) at age 60 (years),Benin,2010,Both sexes,12.53,9.5,2.25
Healthy life expectancy (HALE) at age 60 (years),Democratic Republic of the Congo,2010,Female,12.54,,
Healthy life expectancy (HALE) at age 60 (years),Papua New Guinea,2010,Female,12.54,-6.0,147.0
Healthy life expectancy (HALE) at age 60 (years),Sao Tome and Principe,2010,Male,12.56,1.0,7.0
Healthy life expectancy (HALE) at age 60 (years),India,2010,Both sexes,12.57,20.0,77.0
Healthy life expectancy (HALE) at age 60 (years),Madagascar,2010,Female,12.58,-20.0,47.0
Healthy life expectancy (HALE) at age 60 (years),Seychelles,2010,Male,12.58,-4.58,55.67
Healthy life expectancy (HALE) at age 60 (years),Mauritius,2010,Male,12.61,-20.28,57.55
Healthy life expectancy (HALE) at age 60 (years),Saudi Arabia,2010,Male,12.64,25.0,45.0
Healthy life expectancy (HALE) at age 60 (years),Uganda,2010,Both sexes,12.65,1.0,32.0
Healthy life expectancy (HALE) at age 60 (years),Niger,2010,Both sexes,12.66,16.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Senegal,2010,Both sexes,12.66,14.0,-14.0
Healthy life expectancy (HALE) at age 60 (years),Republic of Moldova,2010,Both sexes,12.69,,
Healthy life expectancy (HALE) at age 60 (years),Egypt,2010,Male,12.7,27.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Botswana,2010,Female,12.71,-22.0,24.0
Healthy life expectancy (HALE) at age 60 (years),Cameroon,2010,Female,12.71,6.0,12.0
Healthy life expectancy (HALE) at age 60 (years),Mozambique,2010,Female,12.71,-18.25,35.0
Healthy life expectancy (HALE) at age 60 (years),United Republic of Tanzania,2010,Both sexes,12.74,,
Healthy life expectancy (HALE) at age 60 (years),Viet Nam,2010,Male,12.75,,
Healthy life expectancy (HALE) at age 60 (years),Lao People's Democratic Republic,2010,Both sexes,12.77,18.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Myanmar,2010,Both sexes,12.79,22.0,98.0
Healthy life expectancy (HALE) at age 60 (years),Côte d’Ivoire,2010,Female,12.81,,
Healthy life expectancy (HALE) at age 60 (years),Burundi,2010,Female,12.83,-3.5,30.0
Healthy life expectancy (HALE) at age 60 (years),Cambodia,2010,Both sexes,12.83,13.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Equatorial Guinea,2010,Both sexes,12.83,2.0,10.0
Healthy life expectancy (HALE) at age 60 (years),South Sudan,2010,Female,12.84,,
Healthy life expectancy (HALE) at age 60 (years),Nigeria,2010,Both sexes,12.85,10.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Comoros,2010,Male,12.86,-12.17,44.25
Healthy life expectancy (HALE) at age 60 (years),Democratic People's Republic of Korea,2010,Male,12.86,,
Healthy life expectancy (HALE) at age 60 (years),Yemen,2010,Male,12.86,15.0,48.0
Healthy life expectancy (HALE) at age 60 (years),Azerbaijan,2010,Both sexes,12.88,40.5,47.5
Healthy life expectancy (HALE) at age 60 (years),Hungary,2010,Male,12.89,47.0,20.0
Healthy life expectancy (HALE) at age 60 (years),Bulgaria,2010,Male,12.91,43.0,25.0
Healthy life expectancy (HALE) at age 60 (years),Nepal,2010,Male,12.91,28.0,84.0
Healthy life expectancy (HALE) at age 60 (years),Zambia,2010,Female,12.91,-15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Bahrain,2010,Male,12.92,26.0,50.55
Healthy life expectancy (HALE) at age 60 (years),Mongolia,2010,Female,12.92,46.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Gambia,2010,Female,12.93,13.47,-16.57
Healthy life expectancy (HALE) at age 60 (years),Angola,2010,Female,12.94,-12.5,18.5
Healthy life expectancy (HALE) at age 60 (years),Sao Tome and Principe,2010,Both sexes,12.94,1.0,7.0
Healthy life expectancy (HALE) at age 60 (years),Burkina Faso,2010,Female,12.95,13.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Sudan,2010,Male,12.95,15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Saudi Arabia,2010,Both sexes,12.98,25.0,45.0
Healthy life expectancy (HALE) at age 60 (years),Ethiopia,2010,Both sexes,12.99,8.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Niger,2010,Female,12.99,16.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Samoa,2010,Male,12.99,-13.58,-172.33
Healthy life expectancy (HALE) at age 60 (years),Indonesia,2010,Both sexes,13.02,-5.0,120.0
Healthy life expectancy (HALE) at age 60 (years),India,2010,Female,13.03,20.0,77.0
Healthy life expectancy (HALE) at age 60 (years),Tonga,2010,Male,13.06,-20.0,-175.0
Healthy life expectancy (HALE) at age 60 (years),Rwanda,2010,Both sexes,13.07,-2.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Tajikistan,2010,Female,13.07,39.0,71.0
Healthy life expectancy (HALE) at age 60 (years),Bahrain,2010,Both sexes,13.08,26.0,50.55
Healthy life expectancy (HALE) at age 60 (years),Djibouti,2010,Both sexes,13.08,11.5,43.0
Healthy life expectancy (HALE) at age 60 (years),Timor-Leste,2010,Male,13.1,,
Healthy life expectancy (HALE) at age 60 (years),Kazakhstan,2010,Both sexes,13.11,48.0,68.0
Healthy life expectancy (HALE) at age 60 (years),Slovakia,2010,Male,13.11,48.67,19.5
Healthy life expectancy (HALE) at age 60 (years),Equatorial Guinea,2010,Female,13.15,2.0,10.0
Healthy life expectancy (HALE) at age 60 (years),Senegal,2010,Female,13.15,14.0,-14.0
Healthy life expectancy (HALE) at age 60 (years),Armenia,2010,Male,13.16,40.0,45.0
Healthy life expectancy (HALE) at age 60 (years),Serbia,2010,Male,13.16,44.0,21.0
Healthy life expectancy (HALE) at age 60 (years),Togo,2010,Female,13.16,8.0,1.17
Healthy life expectancy (HALE) at age 60 (years),Ghana,2010,Female,13.17,8.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Samoa,2010,Both sexes,13.2,-13.58,-172.33
Healthy life expectancy (HALE) at age 60 (years),Bahrain,2010,Female,13.21,26.0,50.55
Healthy life expectancy (HALE) at age 60 (years),Nigeria,2010,Female,13.21,10.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Guyana,2010,Female,13.24,5.0,-59.0
Healthy life expectancy (HALE) at age 60 (years),Iraq,2010,Male,13.24,33.0,44.0
Healthy life expectancy (HALE) at age 60 (years),Malawi,2010,Female,13.25,-13.5,34.0
Healthy life expectancy (HALE) at age 60 (years),Sao Tome and Principe,2010,Female,13.26,1.0,7.0
Healthy life expectancy (HALE) at age 60 (years),Comoros,2010,Both sexes,13.29,-12.17,44.25
Healthy life expectancy (HALE) at age 60 (years),Nepal,2010,Both sexes,13.29,28.0,84.0
Healthy life expectancy (HALE) at age 60 (years),Romania,2010,Male,13.3,46.0,25.0
Healthy life expectancy (HALE) at age 60 (years),Sudan,2010,Both sexes,13.31,15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Benin,2010,Female,13.32,9.5,2.25
Healthy life expectancy (HALE) at age 60 (years),Yemen,2010,Both sexes,13.32,15.0,48.0
Healthy life expectancy (HALE) at age 60 (years),Egypt,2010,Both sexes,13.36,27.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Russian Federation,2010,Both sexes,13.37,60.0,100.0
Healthy life expectancy (HALE) at age 60 (years),South Africa,2010,Female,13.38,-29.0,24.0
Healthy life expectancy (HALE) at age 60 (years),United Republic of Tanzania,2010,Female,13.38,,
Healthy life expectancy (HALE) at age 60 (years),Saudi Arabia,2010,Female,13.39,25.0,45.0
Healthy life expectancy (HALE) at age 60 (years),Estonia,2010,Male,13.4,59.0,26.0
Healthy life expectancy (HALE) at age 60 (years),The former Yugoslav Republic of Macedonia,2010,Both sexes,13.41,,
Healthy life expectancy (HALE) at age 60 (years),Samoa,2010,Female,13.41,-13.58,-172.33
Healthy life expectancy (HALE) at age 60 (years),Gabon,2010,Female,13.44,-1.0,11.75
Healthy life expectancy (HALE) at age 60 (years),Timor-Leste,2010,Both sexes,13.45,,
Healthy life expectancy (HALE) at age 60 (years),Sri Lanka,2010,Male,13.48,7.0,81.0
Healthy life expectancy (HALE) at age 60 (years),Uzbekistan,2010,Both sexes,13.5,41.0,64.0
Healthy life expectancy (HALE) at age 60 (years),Kenya,2010,Female,13.51,1.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Ethiopia,2010,Female,13.52,8.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Indonesia,2010,Female,13.53,-5.0,120.0
Healthy life expectancy (HALE) at age 60 (years),Lao People's Democratic Republic,2010,Female,13.53,18.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Montenegro,2010,Male,13.54,42.0,19.0
Healthy life expectancy (HALE) at age 60 (years),Belarus,2010,Both sexes,13.56,53.0,28.0
Healthy life expectancy (HALE) at age 60 (years),Turkmenistan,2010,Both sexes,13.56,40.0,60.0
Healthy life expectancy (HALE) at age 60 (years),Philippines,2010,Both sexes,13.59,13.0,122.0
Healthy life expectancy (HALE) at age 60 (years),Qatar,2010,Male,13.62,25.5,51.25
Healthy life expectancy (HALE) at age 60 (years),Trinidad and Tobago,2010,Male,13.64,11.0,-61.0
Healthy life expectancy (HALE) at age 60 (years),Ukraine,2010,Both sexes,13.64,49.0,32.0
Healthy life expectancy (HALE) at age 60 (years),Mauritania,2010,Female,13.65,20.0,-12.0
Healthy life expectancy (HALE) at age 60 (years),Comoros,2010,Female,13.67,-12.17,44.25
Healthy life expectancy (HALE) at age 60 (years),Sudan,2010,Female,13.67,15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Nepal,2010,Female,13.69,28.0,84.0
Healthy life expectancy (HALE) at age 60 (years),Azerbaijan,2010,Female,13.7,40.5,47.5
Healthy life expectancy (HALE) at age 60 (years),Cambodia,2010,Female,13.72,13.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Croatia,2010,Male,13.73,45.17,15.5
Healthy life expectancy (HALE) at age 60 (years),Grenada,2010,Both sexes,13.74,12.12,-61.67
Healthy life expectancy (HALE) at age 60 (years),Yemen,2010,Female,13.76,15.0,48.0
Healthy life expectancy (HALE) at age 60 (years),Timor-Leste,2010,Female,13.78,,
Healthy life expectancy (HALE) at age 60 (years),Namibia,2010,Female,13.79,-22.0,17.0
Healthy life expectancy (HALE) at age 60 (years),Nicaragua,2010,Male,13.79,13.0,-85.0
Healthy life expectancy (HALE) at age 60 (years),Brunei Darussalam,2010,Male,13.8,4.5,114.67
Healthy life expectancy (HALE) at age 60 (years),Lebanon,2010,Male,13.8,33.83,35.83
Healthy life expectancy (HALE) at age 60 (years),Bangladesh,2010,Male,13.82,24.0,90.0
Healthy life expectancy (HALE) at age 60 (years),Kyrgyzstan,2010,Both sexes,13.82,41.0,75.0
Healthy life expectancy (HALE) at age 60 (years),Myanmar,2010,Female,13.83,22.0,98.0
Healthy life expectancy (HALE) at age 60 (years),United Arab Emirates,2010,Male,13.85,24.0,54.0
Healthy life expectancy (HALE) at age 60 (years),Guatemala,2010,Male,13.87,15.5,-90.25
Healthy life expectancy (HALE) at age 60 (years),Suriname,2010,Male,13.87,4.0,-56.0
Healthy life expectancy (HALE) at age 60 (years),Iraq,2010,Both sexes,13.9,33.0,44.0
Healthy life expectancy (HALE) at age 60 (years),Mauritius,2010,Both sexes,13.9,-20.28,57.55
Healthy life expectancy (HALE) at age 60 (years),Malaysia,2010,Male,13.91,2.5,112.5
Healthy life expectancy (HALE) at age 60 (years),Mauritania,2010,Both sexes,13.91,20.0,-12.0
Healthy life expectancy (HALE) at age 60 (years),Poland,2010,Male,13.91,52.0,20.0
Healthy life expectancy (HALE) at age 60 (years),Bosnia and Herzegovina,2010,Male,13.92,44.0,18.0
Healthy life expectancy (HALE) at age 60 (years),Djibouti,2010,Female,13.92,11.5,43.0
Healthy life expectancy (HALE) at age 60 (years),Republic of Moldova,2010,Female,13.94,,
Healthy life expectancy (HALE) at age 60 (years),Rwanda,2010,Female,13.94,-2.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Egypt,2010,Female,13.97,27.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Uganda,2010,Female,13.98,1.0,32.0
Healthy life expectancy (HALE) at age 60 (years),China,2010,Male,14.0,35.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Czechia,2010,Male,14.02,,
Healthy life expectancy (HALE) at age 60 (years),Morocco,2010,Female,14.05,32.0,-5.0
Healthy life expectancy (HALE) at age 60 (years),Democratic People's Republic of Korea,2010,Both sexes,14.07,,
Healthy life expectancy (HALE) at age 60 (years),Seychelles,2010,Both sexes,14.07,-4.58,55.67
Healthy life expectancy (HALE) at age 60 (years),Bhutan,2010,Male,14.08,27.5,90.5
Healthy life expectancy (HALE) at age 60 (years),Bolivia (Plurinational State of),2010,Male,14.08,,
Healthy life expectancy (HALE) at age 60 (years),Georgia,2010,Both sexes,14.11,42.0,43.5
