HALE,Country,Year,Sex,Age Expectancy,Latitude,Longitude
Healthy life expectancy (HALE) at birth (years),Serbia,2010,Male,64.0,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Seychelles,2010,Both sexes,64.0,-4.58,55.67
Healthy life expectancy (HALE) at birth (years),Paraguay,2010,Male,64.1,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),Sri Lanka,2010,Both sexes,64.2,7.0,81.0
Healthy life expectancy (HALE) at birth (years),Bahamas,2010,Both sexes,64.3,24.25,-76.0
Healthy life expectancy (HALE) at birth (years),Bahrain,2010,Female,64.3,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Latvia,2010,Both sexes,64.3,57.0,25.0
Healthy life expectancy (HALE) at birth (years),Lithuania,2010,Both sexes,64.3,56.0,24.0
Healthy life expectancy (HALE) at birth (years),Malaysia,2010,Male,64.3,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Argentina,2010,Male,64.4,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Dominican Republic,2010,Both sexes,64.4,19.0,-70.67
Healthy life expectancy (HALE) at birth (years),Ecuador,2010,Male,64.4,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),El Salvador,2010,Both sexes,64.4,13.83,-88.92
Healthy life expectancy (HALE) at birth (years),Cabo Verde,2010,Both sexes,64.5,,
Healthy life expectancy (HALE) at birth (years),Democratic People's Republic of Korea,2010,Female,64.5,,
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2010,Male,64.5,,
Healthy life expectancy (HALE) at birth (years),Kyrgyzstan,2010,Female,64.5,41.0,75.0
Healthy life expectancy (HALE) at birth (years),Viet Nam,2010,Both sexes,64.5,,
Healthy life expectancy (HALE) at birth (years),Belize,2010,Both sexes,64.6,17.25,-88.75
Healthy life expectancy (HALE) at birth (years),Lebanon,2010,Male,64.6,33.83,35.83
Healthy life expectancy (HALE) at birth (years),Montenegro,2010,Male,64.6,42.0,19.0
Healthy life expectancy (HALE) at birth (years),Suriname,2010,Female,64.6,4.0,-56.0
Healthy life expectancy (HALE) at birth (years),Nicaragua,2010,Both sexes,64.7,13.0,-85.0
Healthy life expectancy (HALE) at birth (years),Qatar,2010,Both sexes,64.7,25.5,51.25
Healthy life expectancy (HALE) at birth (years),Armenia,2010,Both sexes,64.8,40.0,45.0
Healthy life expectancy (HALE) at birth (years),The former Yugoslav Republic of Macedonia,2010,Both sexes,64.9,,
Healthy life expectancy (HALE) at birth (years),Russian Federation,2010,Female,64.9,60.0,100.0
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2010,Male,64.9,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2010,Male,64.9,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Bahrain,2010,Both sexes,65.0,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2010,Both sexes,65.0,,
Healthy life expectancy (HALE) at birth (years),Thailand,2010,Male,65.0,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2010,Male,65.1,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Croatia,2010,Male,65.1,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Mexico,2010,Both sexes,65.1,23.0,-102.0
Healthy life expectancy (HALE) at birth (years),Syrian Arab Republic,2010,Both sexes,65.1,35.0,38.0
Healthy life expectancy (HALE) at birth (years),Syrian Arab Republic,2010,Female,65.1,35.0,38.0
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2010,Both sexes,65.1,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Algeria,2010,Female,65.2,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Bulgaria,2010,Both sexes,65.2,43.0,25.0
Healthy life expectancy (HALE) at birth (years),Colombia,2010,Male,65.2,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Paraguay,2010,Both sexes,65.2,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),Saint Vincent and the Grenadines,2010,Female,65.2,13.25,-61.2
Healthy life expectancy (HALE) at birth (years),Syrian Arab Republic,2010,Male,65.2,35.0,38.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2010,Male,65.3,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Bahrain,2010,Male,65.3,26.0,50.55
Healthy life expectancy (HALE) at birth (years),China,2010,Male,65.3,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Jamaica,2010,Male,65.3,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2010,Female,65.3,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Venezuela (Bolivarian Republic of),2010,Both sexes,65.3,,
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2010,Male,65.4,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Lebanon,2010,Both sexes,65.4,33.83,35.83
Healthy life expectancy (HALE) at birth (years),Malaysia,2010,Both sexes,65.4,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Romania,2010,Both sexes,65.4,46.0,25.0
Healthy life expectancy (HALE) at birth (years),Algeria,2010,Both sexes,65.5,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Saint Lucia,2010,Both sexes,65.5,13.88,-61.13
Healthy life expectancy (HALE) at birth (years),Tonga,2010,Female,65.5,-20.0,-175.0
Healthy life expectancy (HALE) at birth (years),Tunisia,2010,Male,65.5,34.0,9.0
Healthy life expectancy (HALE) at birth (years),Czechia,2010,Male,65.6,,
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2010,Female,65.6,,
Healthy life expectancy (HALE) at birth (years),Libya,2010,Male,65.6,,
Healthy life expectancy (HALE) at birth (years),Mauritius,2010,Female,65.6,-20.28,57.55
Healthy life expectancy (HALE) at birth (years),Trinidad and Tobago,2010,Female,65.6,11.0,-61.0
Healthy life expectancy (HALE) at birth (years),Grenada,2010,Female,65.7,12.12,-61.67
Healthy life expectancy (HALE) at birth (years),Libya,2010,Both sexes,65.7,,
Healthy life expectancy (HALE) at birth (years),Libya,2010,Female,65.7,,
Healthy life expectancy (HALE) at birth (years),Serbia,2010,Both sexes,65.7,44.0,21.0
Healthy life expectancy (HALE) at birth (years),United States of America,2010,Male,65.7,,
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2010,Both sexes,65.8,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Ecuador,2010,Both sexes,65.8,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Hungary,2010,Both sexes,65.8,47.0,20.0
Healthy life expectancy (HALE) at birth (years),Qatar,2010,Male,65.8,25.5,51.25
Healthy life expectancy (HALE) at birth (years),Ukraine,2010,Female,65.8,49.0,32.0
Healthy life expectancy (HALE) at birth (years),Algeria,2010,Male,65.9,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Brazil,2010,Female,65.9,-10.0,-55.0
Healthy life expectancy (HALE) at birth (years),Panama,2010,Male,65.9,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),Belize,2010,Female,66.1,17.25,-88.75
Healthy life expectancy (HALE) at birth (years),Dominican Republic,2010,Female,66.2,19.0,-70.67
Healthy life expectancy (HALE) at birth (years),Jordan,2010,Female,66.2,31.0,36.0
Healthy life expectancy (HALE) at birth (years),Montenegro,2010,Both sexes,66.2,42.0,19.0
Healthy life expectancy (HALE) at birth (years),The former Yugoslav Republic of Macedonia,2010,Female,66.2,,
Healthy life expectancy (HALE) at birth (years),Albania,2010,Male,66.3,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Argentina,2010,Both sexes,66.3,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Lebanon,2010,Female,66.3,33.83,35.83
Healthy life expectancy (HALE) at birth (years),Nicaragua,2010,Female,66.3,13.0,-85.0
Healthy life expectancy (HALE) at birth (years),Türkiye,2010,Male,66.3,,
Healthy life expectancy (HALE) at birth (years),Tunisia,2010,Both sexes,66.3,34.0,9.0
Healthy life expectancy (HALE) at birth (years),Bahamas,2010,Female,66.4,24.25,-76.0
Healthy life expectancy (HALE) at birth (years),Barbados,2010,Male,66.4,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Cabo Verde,2010,Female,66.4,,
Healthy life expectancy (HALE) at birth (years),Seychelles,2010,Female,66.4,-4.58,55.67
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2010,Female,66.5,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Paraguay,2010,Female,66.5,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),Slovakia,2010,Both sexes,66.5,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Jamaica,2010,Both sexes,66.6,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),Malaysia,2010,Female,66.6,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Mexico,2010,Female,66.6,23.0,-102.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2010,Both sexes,66.7,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Belarus,2010,Female,66.7,53.0,28.0
Healthy life expectancy (HALE) at birth (years),China,2010,Both sexes,66.7,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Jordan,2010,Both sexes,66.7,31.0,36.0
Healthy life expectancy (HALE) at birth (years),United States of America,2010,Both sexes,66.7,,
Healthy life expectancy (HALE) at birth (years),Estonia,2010,Both sexes,66.9,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Georgia,2010,Female,66.9,42.0,43.5
Healthy life expectancy (HALE) at birth (years),Türkiye,2010,Both sexes,66.9,,
Healthy life expectancy (HALE) at birth (years),Barbados,2010,Both sexes,67.0,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2010,Both sexes,67.0,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Chile,2010,Male,67.0,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),Cuba,2010,Male,67.0,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),El Salvador,2010,Female,67.0,13.83,-88.92
Healthy life expectancy (HALE) at birth (years),Peru,2010,Male,67.0,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Slovenia,2010,Male,67.0,46.0,15.0
Healthy life expectancy (HALE) at birth (years),Sri Lanka,2010,Female,67.0,7.0,81.0
Healthy life expectancy (HALE) at birth (years),Jordan,2010,Male,67.1,31.0,36.0
Healthy life expectancy (HALE) at birth (years),Poland,2010,Both sexes,67.1,52.0,20.0
Healthy life expectancy (HALE) at birth (years),Thailand,2010,Both sexes,67.1,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Tunisia,2010,Female,67.1,34.0,9.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2010,Both sexes,67.1,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Armenia,2010,Female,67.2,40.0,45.0
Healthy life expectancy (HALE) at birth (years),Colombia,2010,Both sexes,67.2,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Croatia,2010,Both sexes,67.3,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Ecuador,2010,Female,67.3,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Serbia,2010,Female,67.4,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Barbados,2010,Female,67.5,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Panama,2010,Both sexes,67.5,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),Peru,2010,Both sexes,67.5,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Viet Nam,2010,Female,67.5,,
Healthy life expectancy (HALE) at birth (years),Albania,2010,Both sexes,67.6,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Türkiye,2010,Female,67.6,,
Healthy life expectancy (HALE) at birth (years),Czechia,2010,Both sexes,67.7,,
Healthy life expectancy (HALE) at birth (years),Latvia,2010,Female,67.7,57.0,25.0
Healthy life expectancy (HALE) at birth (years),Saint Lucia,2010,Female,67.7,13.88,-61.13
Healthy life expectancy (HALE) at birth (years),United States of America,2010,Female,67.7,,
Healthy life expectancy (HALE) at birth (years),Bulgaria,2010,Female,67.8,43.0,25.0
Healthy life expectancy (HALE) at birth (years),Maldives,2010,Male,67.8,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Montenegro,2010,Female,67.8,42.0,19.0
Healthy life expectancy (HALE) at birth (years),Portugal,2010,Male,67.8,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),Costa Rica,2010,Male,67.9,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),Finland,2010,Male,67.9,64.0,26.0
Healthy life expectancy (HALE) at birth (years),Peru,2010,Female,67.9,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Venezuela (Bolivarian Republic of),2010,Female,67.9,,
Healthy life expectancy (HALE) at birth (years),Belgium,2010,Male,68.0,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Cuba,2010,Both sexes,68.0,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),Jamaica,2010,Female,68.0,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),Maldives,2010,Both sexes,68.0,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2010,Female,68.1,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Maldives,2010,Female,68.1,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Romania,2010,Female,68.1,46.0,25.0
Healthy life expectancy (HALE) at birth (years),Argentina,2010,Female,68.2,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),China,2010,Female,68.2,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Lithuania,2010,Female,68.2,56.0,24.0
Healthy life expectancy (HALE) at birth (years),Austria,2010,Male,68.3,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Hungary,2010,Female,68.4,47.0,20.0
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2010,Female,68.5,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Chile,2010,Both sexes,68.5,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),Republic of Korea,2010,Male,68.7,,
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2010,Male,68.7,,
Healthy life expectancy (HALE) at birth (years),Denmark,2010,Male,68.8,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Albania,2010,Female,68.9,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Greece,2010,Male,68.9,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Cuba,2010,Female,69.0,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),New Zealand,2010,Male,69.0,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Colombia,2010,Female,69.1,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Germany,2010,Male,69.1,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Panama,2010,Female,69.1,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),Slovakia,2010,Female,69.1,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Australia,2010,Male,69.2,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Belgium,2010,Both sexes,69.2,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Costa Rica,2010,Both sexes,69.2,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),Kuwait,2010,Both sexes,69.2,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Kuwait,2010,Female,69.2,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Kuwait,2010,Male,69.2,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Slovenia,2010,Both sexes,69.2,46.0,15.0
Healthy life expectancy (HALE) at birth (years),Thailand,2010,Female,69.2,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Ireland,2010,Male,69.3,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Norway,2010,Male,69.3,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Portugal,2010,Both sexes,69.3,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2010,Female,69.3,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Croatia,2010,Female,69.4,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Denmark,2010,Both sexes,69.4,56.0,10.0
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,69.4,,
Healthy life expectancy (HALE) at birth (years),Finland,2010,Both sexes,69.6,64.0,26.0
Healthy life expectancy (HALE) at birth (years),Luxembourg,2010,Male,69.6,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Malta,2010,Male,69.6,35.83,14.58
Healthy life expectancy (HALE) at birth (years),France,2010,Male,69.7,46.0,2.0
Healthy life expectancy (HALE) at birth (years),Chile,2010,Female,69.8,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),New Zealand,2010,Both sexes,69.8,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Spain,2010,Male,69.8,40.0,-4.0
Healthy life expectancy (HALE) at birth (years),Austria,2010,Both sexes,69.9,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Canada,2010,Male,69.9,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Czechia,2010,Female,69.9,,
Healthy life expectancy (HALE) at birth (years),Cyprus,2010,Male,70.0,35.0,33.0
Healthy life expectancy (HALE) at birth (years),Denmark,2010,Female,70.0,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Germany,2010,Both sexes,70.0,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Greece,2010,Both sexes,70.0,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Italy,2010,Male,70.0,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Ireland,2010,Both sexes,70.1,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Australia,2010,Both sexes,70.2,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Estonia,2010,Female,70.2,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Norway,2010,Both sexes,70.2,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Poland,2010,Female,70.2,52.0,20.0
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2010,Female,70.2,,
Healthy life expectancy (HALE) at birth (years),Netherlands,2010,Male,70.3,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Belgium,2010,Female,70.4,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Malta,2010,Both sexes,70.4,35.83,14.58
Healthy life expectancy (HALE) at birth (years),Luxembourg,2010,Both sexes,70.5,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Costa Rica,2010,Female,70.6,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),New Zealand,2010,Female,70.6,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Switzerland,2010,Male,70.6,47.0,8.0
Healthy life expectancy (HALE) at birth (years),Ireland,2010,Female,70.7,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Sweden,2010,Male,70.7,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Canada,2010,Both sexes,70.8,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Cyprus,2010,Both sexes,70.8,35.0,33.0
Healthy life expectancy (HALE) at birth (years),Portugal,2010,Female,70.8,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),Germany,2010,Female,70.9,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Israel,2010,Male,70.9,31.5,34.75
Healthy life expectancy (HALE) at birth (years),Netherlands,2010,Both sexes,70.9,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Republic of Korea,2010,Both sexes,70.9,,
Healthy life expectancy (HALE) at birth (years),Norway,2010,Female,71.0,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Spain,2010,Both sexes,71.0,40.0,-4.0
Healthy life expectancy (HALE) at birth (years),Iceland,2010,Male,71.1,65.0,-18.0
Healthy life expectancy (HALE) at birth (years),Italy,2010,Both sexes,71.1,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Japan,2010,Male,71.1,36.0,138.0
Healthy life expectancy (HALE) at birth (years),Malta,2010,Female,71.1,35.83,14.58
Healthy life expectancy (HALE) at birth (years),Singapore,2010,Male,71.1,1.37,103.8
Healthy life expectancy (HALE) at birth (years),Australia,2010,Female,71.2,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Finland,2010,Female,71.2,64.0,26.0
Healthy life expectancy (HALE) at birth (years),France,2010,Both sexes,71.2,46.0,2.0
Healthy life expectancy (HALE) at birth (years),Greece,2010,Female,71.2,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Sweden,2010,Both sexes,71.2,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Luxembourg,2010,Female,71.3,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Austria,2010,Female,71.4,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Iceland,2010,Both sexes,71.4,65.0,-18.0
Healthy life expectancy (HALE) at birth (years),Israel,2010,Both sexes,71.4,31.5,34.75
Healthy life expectancy (HALE) at birth (years),Netherlands,2010,Female,71.4,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Slovenia,2010,Female,71.4,46.0,15.0
Healthy life expectancy (HALE) at birth (years),Switzerland,2010,Both sexes,71.4,47.0,8.0
Healthy life expectancy (HALE) at birth (years),Cyprus,2010,Female,71.5,35.0,33.0
Healthy life expectancy (HALE) at birth (years),Canada,2010,Female,71.7,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Sweden,2010,Female,71.7,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Iceland,2010,Female,71.8,65.0,-18.0
Healthy life expectancy (HALE) at birth (years),Israel,2010,Female,71.8,31.5,34.75
Healthy life expectancy (HALE) at birth (years),Switzerland,2010,Female,72.0,47.0,8.0
Healthy life expectancy (HALE) at birth (years),Italy,2010,Female,72.2,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Spain,2010,Female,72.2,40.0,-4.0
Healthy life expectancy (HALE) at birth (years),Singapore,2010,Both sexes,72.3,1.37,103.8
Healthy life expectancy (HALE) at birth (years),France,2010,Female,72.5,46.0,2.0
Healthy life expectancy (HALE) at birth (years),Republic of Korea,2010,Female,72.9,,
Healthy life expectancy (HALE) at birth (years),Japan,2010,Both sexes,73.0,36.0,138.0
Healthy life expectancy (HALE) at birth (years),Singapore,2010,Female,73.6,1.37,103.8
Healthy life expectancy (HALE) at birth (years),Japan,2010,Female,74.7,36.0,138.0
Healthy life expectancy (HALE) at age 60 (years),Kiribati,2010,Both sexes,10.01,1.42,173.0
Healthy life expectancy (HALE) at age 60 (years),Malawi,2010,Male,10.25,-13.5,34.0
Healthy life expectancy (HALE) at age 60 (years),Mongolia,2010,Male,10.27,46.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Namibia,2010,Male,10.27,-22.0,17.0
Healthy life expectancy (HALE) at age 60 (years),Zambia,2010,Male,10.28,-15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Zimbabwe,2010,Both sexes,10.46,-20.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Somalia,2010,Both sexes,10.57,10.0,49.0
Healthy life expectancy (HALE) at age 60 (years),Central African Republic,2010,Female,10.64,7.0,21.0
Healthy life expectancy (HALE) at age 60 (years),Eritrea,2010,Both sexes,10.66,15.0,39.0
Healthy life expectancy (HALE) at age 60 (years),Kiribati,2010,Female,10.69,1.42,173.0
Healthy life expectancy (HALE) at age 60 (years),Guinea-Bissau,2010,Both sexes,10.7,12.0,-15.0
Healthy life expectancy (HALE) at age 60 (years),Afghanistan,2010,Female,10.71,33.0,65.0
Healthy life expectancy (HALE) at age 60 (years),Lesotho,2010,Female,10.72,-29.5,28.5
Healthy life expectancy (HALE) at age 60 (years),Côte d’Ivoire,2010,Male,10.75,,
Healthy life expectancy (HALE) at age 60 (years),Democratic Republic of the Congo,2010,Male,10.79,,
Healthy life expectancy (HALE) at age 60 (years),Belarus,2010,Male,10.8,53.0,28.0
Healthy life expectancy (HALE) at age 60 (years),Togo,2010,Male,10.81,8.0,1.17
Healthy life expectancy (HALE) at age 60 (years),Gabon,2010,Male,10.84,-1.0,11.75
Healthy life expectancy (HALE) at age 60 (years),Angola,2010,Male,10.85,-12.5,18.5
Healthy life expectancy (HALE) at age 60 (years),Afghanistan,2010,Both sexes,10.91,33.0,65.0
Healthy life expectancy (HALE) at age 60 (years),Micronesia (Federated States of),2010,Male,10.93,,
Healthy life expectancy (HALE) at age 60 (years),Chad,2010,Male,10.98,15.0,19.0
Healthy life expectancy (HALE) at age 60 (years),Russian Federation,2010,Male,10.98,60.0,100.0
Healthy life expectancy (HALE) at age 60 (years),Cameroon,2010,Male,11.0,6.0,12.0
Healthy life expectancy (HALE) at age 60 (years),Solomon Islands,2010,Male,11.02,-8.0,159.0
Healthy life expectancy (HALE) at age 60 (years),Burundi,2010,Male,11.03,-3.5,30.0
Healthy life expectancy (HALE) at age 60 (years),Uganda,2010,Male,11.04,1.0,32.0
Healthy life expectancy (HALE) at age 60 (years),Burkina Faso,2010,Male,11.05,13.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Ghana,2010,Male,11.06,8.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Mozambique,2010,Both sexes,11.07,-18.25,35.0
Healthy life expectancy (HALE) at age 60 (years),South Africa,2010,Male,11.08,-29.0,24.0
Healthy life expectancy (HALE) at age 60 (years),Fiji,2010,Male,11.1,-18.0,175.0
Healthy life expectancy (HALE) at age 60 (years),Kenya,2010,Male,11.11,1.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Afghanistan,2010,Male,11.13,33.0,65.0
Healthy life expectancy (HALE) at age 60 (years),Botswana,2010,Both sexes,11.18,-22.0,24.0
Healthy life expectancy (HALE) at age 60 (years),Republic of Moldova,2010,Male,11.18,,
Healthy life expectancy (HALE) at age 60 (years),Guinea,2010,Male,11.22,11.0,-10.0
Healthy life expectancy (HALE) at age 60 (years),Kazakhstan,2010,Male,11.3,48.0,68.0
Healthy life expectancy (HALE) at age 60 (years),Zimbabwe,2010,Female,11.3,-20.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Sierra Leone,2010,Male,11.31,8.5,-11.5
Healthy life expectancy (HALE) at age 60 (years),Micronesia (Federated States of),2010,Both sexes,11.32,,
Healthy life expectancy (HALE) at age 60 (years),Vanuatu,2010,Male,11.33,-16.0,167.0
Healthy life expectancy (HALE) at age 60 (years),Guyana,2010,Male,11.34,5.0,-59.0
Healthy life expectancy (HALE) at age 60 (years),Papua New Guinea,2010,Male,11.34,-6.0,147.0
Healthy life expectancy (HALE) at age 60 (years),Eswatini,2010,Female,11.39,,
Healthy life expectancy (HALE) at age 60 (years),Solomon Islands,2010,Both sexes,11.42,-8.0,159.0
Healthy life expectancy (HALE) at age 60 (years),Congo,2010,Male,11.44,-1.0,15.0
Healthy life expectancy (HALE) at age 60 (years),Oman,2010,Male,11.45,21.0,57.0
Healthy life expectancy (HALE) at age 60 (years),Qatar,2010,Female,11.5,25.5,51.25
Healthy life expectancy (HALE) at age 60 (years),Guinea-Bissau,2010,Female,11.51,12.0,-15.0
Healthy life expectancy (HALE) at age 60 (years),Ukraine,2010,Male,11.51,49.0,32.0
Healthy life expectancy (HALE) at age 60 (years),Chad,2010,Both sexes,11.56,15.0,19.0
Healthy life expectancy (HALE) at age 60 (years),Benin,2010,Male,11.59,9.5,2.25
Healthy life expectancy (HALE) at age 60 (years),Myanmar,2010,Male,11.59,22.0,98.0
Healthy life expectancy (HALE) at age 60 (years),Mongolia,2010,Both sexes,11.62,46.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Côte d’Ivoire,2010,Both sexes,11.63,,
Healthy life expectancy (HALE) at age 60 (years),Fiji,2010,Both sexes,11.63,-18.0,175.0
